age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
36.0,Private,86459.0,Assoc-voc,11.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,>50K
55.0,Private,0.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1977.0,40.0,United-States,>50K
36.0,Private,189404.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,1977.0,28.192574058910434,United-States,>50K
59.0,Local-gov,0.0,HS-grad,9.0,Widowed,Farming-fishing,Unmarried,White,Male,0.0,2339.0,40.0,United-States,<=50K
48.0,Private,413363.0,11th,7.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,2002.0,40.0,United-States,<=50K
51.0,Private,135296.0,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,2258.0,63.53211271061773,United-States,>50K
41.0,unknown,93227.0,Bachelors,0.0,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0.0,1977.0,57.131489098892615,Taiwan,>50K
41.0,Self-emp-not-inc,277783.0,Some-college,10.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,2001.0,50.0,United-States,<=50K
41.0,Private,41090.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,2002.0,60.0,United-States,<=50K
57.0,Private,119004.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40.0,United-States,<=50K
79.0,Self-emp-inc,223215.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1977.0,71.63700546673577,United-States,>50K
60.0,Private,162347.0,Prof-school,15.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1902.0,57.98599459897559,United-States,>50K
53.0,Private,608184.0,Bachelors,13.0,Married-civ-spouse,bad_data,Husband,Black,Male,0.0,1902.0,40.0,United-States,>50K
38.0,Local-gov,329980.0,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,1876.0,40.0,Canada,<=50K
39.0,Private,198654.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0.0,2415.0,67.0,India,>50K
39.0,Private,114844.0,Bachelors,13.0,Never-married,Sales,Not-in-family,White,Male,0.0,1876.0,50.0,United-States,<=50K
70.0,Self-emp-inc,141058.0,Some-college,10.0,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,2339.0,50.0,United-States,<=50K
43.0,Private,115806.0,Masters,14.0,Divorced,Exec-managerial,Unmarried,White,Female,0.0,2547.0,40.0,United-States,>50K
60.0,Self-emp-inc,336188.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,2415.0,79.61462420566677,United-States,>50K
64.0,Private,337050.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1977.0,57.0574241062512,United-States,>50K
66.0,Local-gov,36364.0,HS-grad,9.0,Married-civ-spouse,missing,Husband,White,Male,0.0,2267.0,40.0,United-States,<=50K
68.0,Private,211287.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,2392.0,40.0,United-States,>50K
68.0,Private,415287.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0.0,1902.0,40.0,United-States,>50K
24.0,Private,379066.0,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,2205.0,13.900215375690422,United-States,<=50K
36.0,State-gov,112497.0,Bachelors,13.0,Divorced,Prof-specialty,Not-in-family,White,Male,0.0,1876.0,44.0,United-States,<=50K
54.0,Local-gov,185846.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1977.0,40.0,United-States,>50K
30.0,Federal-gov,164552.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,1876.0,40.0,United-States,<=50K
48.0,Private,454508.0,11th,0.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,2001.0,40.0,United-States,<=50K
54.0,Private,292472.0,Some-college,10.0,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,0.0,1876.0,45.0,Cambodia,<=50K
61.0,?,135285.0,HS-grad,9.0,Married-civ-spouse,?,Husband,White,Male,0.0,2603.0,32.0,United-States,<=50K
36.0,Private,334291.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,1887.0,25.17465847387145,United-States,>50K
66.0,?,213149.0,Some-college,10.0,Married-civ-spouse,?,Husband,White,Male,0.0,1825.0,59.42114549364027,United-States,>50K
30.0,Private,315640.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0.0,1977.0,40.0,China,>50K
63.0,Private,175935.0,HS-grad,9.0,Divorced,Transport-moving,Not-in-family,unknown,Male,0.0,1980.0,65.96026918600414,United-States,<=50K
44.0,Private,111567.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,unknown,0.0,1902.0,45.0,Germany,>50K
41.0,Self-emp-not-inc,170214.0,unknown,9.0,unknown,Handlers-cleaners,Husband,White,Male,0.0,2179.0,46.7021317399208,United-States,<=50K
62.0,Private,218009.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,1977.0,63.15931938763694,United-States,unknown
51.0,Local-gov,146325.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1887.0,40.0,United-States,>50K
56.0,Self-emp-inc,208809.0,HS-grad,9.0,Married-civ-spouse,unknown,Husband,White,Male,0.0,1902.0,40.0,United-States,>50K
32.0,Private,194740.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
27.0,Private,169117.0,HS-grad,9.0,unknown,Adm-clerical,Wife,Black,Female,0.0,1887.0,40.0,United-States,>50K
86.0,Private,166149.0,HS-grad,9.0,Widowed,Adm-clerical,Not-in-family,White,Female,0.0,2206.0,35.90699074675142,United-States,<=50K
33.0,Private,34748.0,HS-grad,0.0,Married-civ-spouse,Adm-clerical,unknown,White,Female,0.0,1887.0,20.0,United-States,>50K
57.0,Private,260954.0,11th,7.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,2042.0,30.0,United-States,<=50K
31.0,Private,189759.0,HS-grad,9.0,Never-married,Farming-fishing,Not-in-family,White,Male,0.0,2001.0,40.0,United-States,<=50K
57.0,Private,437727.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1977.0,45.0,United-States,>50K
72.0,unknown,110748.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1887.0,29.9989983814752,United-States,>50K
34.0,Private,55717.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,1848.0,50.0,United-States,>50K
55.0,?,123382.0,HS-grad,9.0,Separated,?,Not-in-family,Black,Female,0.0,2001.0,40.0,United-States,<=50K
48.0,Private,140782.0,Masters,14.0,unknown,Exec-managerial,Wife,White,Female,0.0,1902.0,38.0,United-States,>50K
59.0,Private,348430.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1902.0,64.3324502465733,United-States,>50K
33.0,Private,176185.0,12th,8.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,2258.0,42.0,United-States,<=50K
31.0,Self-emp-not-inc,161745.0,Bachelors,13.0,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,0.0,1980.0,60.0,United-States,<=50K
55.0,Private,368797.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1977.0,60.0,United-States,>50K
35.0,Private,340110.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1848.0,56.57284199906666,United-States,>50K
35.0,Private,147258.0,Some-college,10.0,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,1974.0,40.0,United-States,<=50K
35.0,unknown,146879.0,HS-grad,9.0,Never-married,Other-service,Not-in-family,White,Male,0.0,2001.0,40.0,United-States,<=50K
44.0,Private,191335.0,Assoc-acdm,12.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,1902.0,26.32834359652606,United-States,>50K
34.0,Private,189759.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1977.0,45.0,United-States,>50K
46.0,Private,172581.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1902.0,50.0,United-States,>50K
46.0,Private,324655.0,Masters,14.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,1902.0,0.0,?,>50K
29.0,Private,46442.0,Bachelors,13.0,Married-civ-spouse,unknown,Wife,White,Female,0.0,1902.0,31.478944697346,United-States,>50K
23.0,Private,44064.0,Some-college,10.0,Separated,Other-service,Not-in-family,White,Male,0.0,2559.0,21.79918542210812,United-States,>50K
73.0,Self-emp-not-inc,402397.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,1902.0,60.0,unknown,>50K
65.0,?,143118.0,??,9.0,Widowed,?,Unmarried,White,Female,0.0,2206.0,0.0,United-States,<=50K
66.0,Local-gov,344855.0,Masters,14.0,unknown,Prof-specialty,Wife,White,Female,0.0,1977.0,20.0,United-States,>50K
28.0,Private,111696.0,HS-grad,9.0,Separated,Craft-repair,Not-in-family,White,Male,0.0,1974.0,55.372564734143296,United-States,<=50K
47.0,Private,148995.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,2415.0,0.0,United-States,>50K
47.0,Private,265807.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,unknown,0.0,0.0,55.0,United-States,<=50K
65.0,Private,139193.0,HS-grad,9.0,Divorced,Machine-op-inspct,Not-in-family,White,Male,0.0,1980.0,48.0,United-States,<=50K
45.0,Private,198103.0,HS-grad,9.0,Never-married,Transport-moving,Own-child,White,Male,0.0,1980.0,40.0,United-States,<=50K
59.0,Private,81929.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,2415.0,45.0,United-States,>50K
46.0,Local-gov,36228.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,unknown,White,Male,0.0,1902.0,40.0,United-States,<=50K
93.0,?,240857.0,Bachelors,0.0,Married-civ-spouse,?,Husband,White,Male,0.0,2377.0,40.0,United-States,>50K
47.0,Private,239865.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,1977.0,45.0,United-States,>50K
55.0,Private,125461.0,123,13.0,unknown,Sales,Husband,White,Male,0.0,1902.0,77.99264134437183,United-States,>50K
80.0,Self-emp-inc,139391.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,1902.0,35.0,United-States,>50K
32.0,Private,195602.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,1977.0,45.0,United-States,>50K
55.0,Self-emp-inc,124137.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,35.0,Greece,>50K
52.0,Private,314007.0,10th,6.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,2051.0,55.85170807326371,United-States,<=50K
0.0,Private,77009.0,11th,7.0,Separated,Sales,Not-in-family,White,Female,0.0,2754.0,46.03037490514784,United-States,<=50K
46.0,Local-gov,175754.0,Masters,14.0,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,1876.0,55.34732219688086,United-States,<=50K
28.0,Local-gov,304960.0,Assoc-acdm,12.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,1980.0,40.0,United-States,<=50K
65.0,Local-gov,324791.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1887.0,50.0,United-States,>50K
45.0,Private,172274.0,Doctorate,16.0,Divorced,Prof-specialty,Unmarried,Black,Female,0.0,3004.0,42.378135255372285,United-States,>50K
50.0,Private,285200.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,1887.0,35.0,United-States,>50K
78.0,Self-emp-inc,188044.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,2392.0,42.12908642375743,United-States,>50K
100.0,Self-emp-not-inc,292915.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1825.0,12.0,United-States,>50K
70.0,Private,167523.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,2179.0,45.0,United-States,<=50K
83.0,Federal-gov,39181.0,Doctorate,16.0,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,2559.0,60.0,United-States,>50K
28.0,Local-gov,154863.0,HS-grad,9.0,Never-married,Protective-serv,Other-relative,Black,Male,0.0,1876.0,40.0,United-States,<=50K
83.0,?,191118.0,HS-grad,9.0,Married-civ-spouse,?,Husband,White,Male,0.0,1848.0,40.0,United-States,>50K
66.0,Private,175942.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1977.0,69.76570332714273,?,>50K
54.0,Self-emp-not-inc,199741.0,HS-grad,9.0,Widowed,Craft-repair,Not-in-family,White,Male,0.0,2001.0,35.0,United-States,<=50K
40.0,Self-emp-not-inc,335549.0,Prof-school,15.0,Never-married,Prof-specialty,Not-in-family,White,unknown,0.0,2444.0,45.0,United-States,>50K
61.0,State-gov,186451.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1902.0,40.0,United-States,>50K
63.0,Federal-gov,156996.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0.0,2415.0,51.74628595132133,?,>50K
50.0,Private,110643.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1977.0,55.0,United-States,>50K
37.0,Private,329980.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,2415.0,60.0,United-States,>50K
83.0,Local-gov,174132.0,Masters,14.0,Married-civ-spouse,Prof-specialty,unknown,Black,Female,0.0,1977.0,32.05851894201541,United-States,unknown
26.0,Private,397317.0,Masters,14.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,1876.0,40.0,United-States,<=50K
55.0,Self-emp-not-inc,248841.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1977.0,45.51461917514416,United-States,>50K
50.0,Private,128392.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,1887.0,31.02480515248672,United-States,>50K
61.0,Private,26522.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,1902.0,35.0,United-States,>50K
26.0,Local-gov,166295.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,2339.0,55.0,United-States,<=50K
38.0,Private,154410.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,2051.0,53.44800430967639,Poland,<=50K
44.0,State-gov,193524.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1902.0,40.0,United-States,>50K
35.0,Private,152909.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1887.0,45.0,United-States,>50K
49.0,Local-gov,193960.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1902.0,40.0,United-States,>50K
44.0,Self-emp-not-inc,124692.0,HS-grad,9.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1902.0,40.0,United-States,>50K
82.0,Private,132870.0,HS-grad,9.0,Widowed,Exec-managerial,Not-in-family,White,Female,0.0,4356.0,23.81265047922372,United-States,<=50K
42.0,Private,230959.0,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,0.0,1887.0,40.0,Philippines,>50K
42.0,Self-emp-inc,277256.0,Doctorate,16.0,Married-civ-spouse,missing,Husband,White,Male,0.0,1977.0,60.0,United-States,>50K
65.0,Self-emp-not-inc,33310.0,??,15.0,Divorced,Other-service,Not-in-family,White,Female,0.0,2339.0,35.0,United-States,<=50K
49.0,Private,102583.0,Some-college,10.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1848.0,44.0,United-States,>50K
27.0,Private,160786.0,11th,7.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,1902.0,40.0,United-States,>50K
31.0,Private,147284.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1977.0,53.922789866240514,United-States,>50K
70.0,Self-emp-not-inc,124449.0,unknown,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,2246.0,8.0,United-States,>50K
31.0,Self-emp-not-inc,252752.0,HS-grad,9.0,Married-civ-spouse,Other-service,Wife,White,Female,0.0,2415.0,40.0,United-States,>50K
46.0,Private,377401.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,1902.0,99.98682706539785,unknown,>50K
46.0,Self-emp-not-inc,353012.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1902.0,50.0,United-States,>50K
46.0,Private,45363.0,Prof-school,15.0,Divorced,Prof-specialty,Not-in-family,White,Male,0.0,2824.0,40.0,United-States,>50K
58.0,Private,222247.0,10th,6.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,1887.0,40.0,United-States,>50K
49.0,Local-gov,102359.0,9th,5.0,Widowed,Handlers-cleaners,Unmarried,White,Male,0.0,2231.0,40.0,United-States,>50K
45.0,Private,133503.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,1977.0,62.71608040512655,United-States,>50K
22.0,Private,119592.0,Assoc-acdm,12.0,Never-married,Handlers-cleaners,Not-in-family,Black,unknown,0.0,2824.0,43.34642423103996,?,>50K
38.0,Private,150601.0,10th,6.0,Separated,Adm-clerical,Unmarried,White,Male,0.0,3770.0,40.0,United-States,<=50K
46.0,Private,185027.0,Assoc-acdm,12.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,1887.0,40.0,Ireland,>50K
62.0,Private,200445.0,HS-grad,9.0,Never-married,Machine-op-inspct,Own-child,White,Male,0.0,1974.0,23.20543686441613,United-States,<=50K
45.0,Private,54744.0,Some-college,0.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,1848.0,32.858587195103965,United-States,>50K
63.0,Private,186785.0,HS-grad,9.0,Never-married,Sales,Not-in-family,White,Male,0.0,1876.0,50.0,United-States,<=50K
66.0,Private,149909.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
41.0,Self-emp-not-inc,200574.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1977.0,37.15554556642331,United-States,>50K
65.0,State-gov,31141.0,Some-college,10.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,1902.0,40.0,United-States,>50K
38.0,Private,278924.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,unknown,Male,0.0,1887.0,0.0,United-States,>50K
89.0,Local-gov,362165.0,Bachelors,13.0,Widowed,Prof-specialty,Not-in-family,Black,Female,0.0,2206.0,25.0,United-States,<=50K
48.0,Private,0.0,Assoc-acdm,12.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,1902.0,0.0,United-States,>50K
60.0,Private,186916.0,Some-college,10.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,1887.0,60.0,United-States,>50K
26.0,Private,82246.0,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,1876.0,38.0,United-States,<=50K
28.0,Private,166481.0,7th-8th,4.0,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male,0.0,2179.0,40.0,Puerto-Rico,<=50K
41.0,Self-emp-inc,140365.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1902.0,55.0,United-States,>50K
61.0,Private,115023.0,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,1887.0,60.0,United-States,>50K
59.0,Local-gov,171328.0,HS-grad,9.0,Separated,Protective-serv,Other-relative,Black,Female,0.0,0.0,40.0,United-States,<=50K
52.0,Private,34273.0,Assoc-voc,11.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,1876.0,36.0,Canada,<=50K
41.0,Federal-gov,36651.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1848.0,40.0,United-States,>50K
35.0,Private,272019.0,11th,7.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,2057.0,58.1832940435116,unknown,<=50K
70.0,Self-emp-not-inc,185129.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1887.0,40.0,United-States,>50K
56.0,Private,102771.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,1887.0,39.04779098228429,United-States,>50K
74.0,Local-gov,176751.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1902.0,31.08686487385929,United-States,>50K
46.0,Private,155659.0,11th,7.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,1902.0,40.0,United-States,>50K
31.0,Private,183043.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1977.0,48.0,United-States,unknown
72.0,Private,152810.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1977.0,55.0,United-States,>50K
58.0,Private,156040.0,Assoc-acdm,12.0,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0.0,1848.0,40.0,United-States,>50K
23.0,Private,143003.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0.0,1887.0,50.0,India,>50K
86.0,Self-emp-not-inc,309955.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,2174.0,50.0,United-States,>50K
25.0,Private,193820.0,Bachelors,13.0,Never-married,Sales,Not-in-family,White,Female,0.0,1876.0,40.0,United-States,<=50K
67.0,Private,20953.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,1902.0,46.78526597993496,United-States,>50K
54.0,Private,140359.0,7th-8th,4.0,Divorced,bad_data,Unmarried,White,Female,0.0,3900.0,22.13584187660413,United-States,<=50K
46.0,Self-emp-not-inc,168195.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1902.0,45.0,United-States,>50K
45.0,Local-gov,159816.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,1977.0,35.0,United-States,>50K
60.0,Private,127084.0,unknown,9.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,2042.0,34.0,United-States,<=50K
36.0,Private,297847.0,HS-grad,0.0,Never-married,Other-service,Not-in-family,Black,Female,0.0,2001.0,40.0,United-States,<=50K
64.0,Self-emp-inc,143123.0,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,2415.0,40.0,United-States,>50K
52.0,Private,198863.0,Prof-school,15.0,Divorced,Exec-managerial,Not-in-family,White,unknown,0.0,2559.0,60.0,unknown,>50K
54.0,Private,221947.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1887.0,56.10390197513053,United-States,>50K
36.0,Private,145576.0,Masters,14.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,1977.0,27.8562504893311,Japan,>50K
60.0,State-gov,234854.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,>50K
47.0,Self-emp-not-inc,228660.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,1977.0,26.24131973953437,United-States,>50K
46.0,Private,403911.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,1902.0,40.0,United-States,>50K
41.0,unknown,297248.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,2415.0,45.0,United-States,>50K
52.0,Local-gov,305053.0,unknown,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,2051.0,40.0,United-States,<=50K
